Elevation <,Elevation =,Elevation >,Elevation values,Aspect <,Aspect =,Aspect >,Aspect values,Slope <,Slope =,Slope >,Slope values,Horizontal_Distance_To_Hydrology <,Horizontal_Distance_To_Hydrology =,Horizontal_Distance_To_Hydrology >,Horizontal_Distance_To_Hydrology values,Vertical_Distance_To_Hydrology <,Vertical_Distance_To_Hydrology =,Vertical_Distance_To_Hydrology >,Vertical_Distance_To_Hydrology values,Horizontal_Distance_To_Roadways <,Horizontal_Distance_To_Roadways =,Horizontal_Distance_To_Roadways >,Horizontal_Distance_To_Roadways values,Hillshade_9am <,Hillshade_9am =,Hillshade_9am >,Hillshade_9am values,Hillshade_Noon <,Hillshade_Noon =,Hillshade_Noon >,Hillshade_Noon values,Hillshade_3pm <,Hillshade_3pm =,Hillshade_3pm >,Hillshade_3pm values,Horizontal_Distance_To_Fire_Points <,Horizontal_Distance_To_Fire_Points =,Horizontal_Distance_To_Fire_Points >,Horizontal_Distance_To_Fire_Points values
1,1,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1860
0,1,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1712
0,1,1,3322,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,997
0,1,1,2926,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1595
0,0,1,2907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,258
0,1,1,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,631
0,0,1,2946,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1842
1,1,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1530
0,1,0,3184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,789
1,1,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2314
1,0,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3190
0,1,0,2584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,722
0,1,0,2893,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2581
0,1,1,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2255
0,1,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3572,0,0,1,185,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5667,1,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2954,0,0,1,189,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1797,0,1,0,253,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4502,0,1,1,169,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1595,0,0,1,151,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1663,0,1,1,214,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5501,1,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1357,1,1,0,232,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1237,1,1,0,182,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3045,1,1,0,208,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1865,1,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5728,1,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2837,0,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2296,0,1,1,231,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3428,1,1,0,134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2258,0,1,0,239,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3662,0,1,1,198,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2442,1,1,0,213,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,872,0,1,1,253,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3572,0,0,0,0,0,1,0,219,0,0,0,0,0,0,0,0
1,0,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5667,0,0,0,0,0,1,0,244,0,0,0,0,0,0,0,0
1,1,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2954,0,0,0,0,1,0,0,224,0,0,0,0,0,0,0,0
0,1,1,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1797,0,0,0,0,1,1,0,253,0,0,0,0,0,0,0,0
0,0,1,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4502,0,0,0,0,1,1,0,235,0,0,0,0,0,0,0,0
1,1,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1595,0,0,0,0,0,1,0,215,0,0,0,0,0,0,0,0
0,0,1,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1663,0,0,0,0,0,1,0,210,0,0,0,0,0,0,0,0
0,0,1,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5501,0,0,0,0,1,1,0,218,0,0,0,0,0,0,0,0
1,1,0,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1357,0,0,0,0,0,1,0,237,0,0,0,0,0,0,0,0
0,0,1,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1237,0,0,0,0,0,0,1,227,0,0,0,0,0,0,0,0
0,0,1,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3045,0,0,0,0,1,0,0,254,0,0,0,0,0,0,0,0
0,1,1,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1865,0,0,0,0,0,1,1,218,0,0,0,0,0,0,0,0
1,1,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5728,0,0,0,0,0,1,1,201,0,0,0,0,0,0,0,0
0,0,1,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2837,0,0,0,0,0,1,0,232,0,0,0,0,0,0,0,0
0,1,0,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2296,0,0,0,0,0,1,1,171,0,0,0,0,0,0,0,0
0,0,1,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3428,0,0,0,0,1,1,0,247,0,0,0,0,0,0,0,0
1,0,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2258,0,0,0,0,1,0,0,228,0,0,0,0,0,0,0,0
0,0,1,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3662,0,0,0,0,1,0,0,216,0,0,0,0,0,0,0,0
0,1,1,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2442,0,0,0,0,0,1,0,237,0,0,0,0,0,0,0,0
1,0,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,872,0,0,0,0,1,0,0,222,0,0,0,0,0,0,0,0
0,0,1,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3572,0,0,0,0,0,0,0,0,1,0,0,61,0,0,0,0
0,1,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5667,0,0,0,0,0,0,0,0,1,1,0,101,0,0,0,0
0,1,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2954,0,0,0,0,0,0,0,0,1,0,0,136,0,0,0,0
0,1,0,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1797,0,0,0,0,0,0,0,0,0,0,1,170,0,0,0,0
1,0,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4502,0,0,0,0,0,0,0,0,1,1,0,214,0,0,0,0
1,1,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1595,0,0,0,0,0,0,0,0,0,1,0,139,0,0,0,0
0,0,1,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1663,0,0,0,0,0,0,0,0,1,1,0,210,0,0,0,0
0,1,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5501,0,0,0,0,0,0,0,0,1,1,0,99,0,0,0,0
1,0,0,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1357,0,0,0,0,0,0,0,0,0,1,1,154,0,0,0,0
0,1,1,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1237,0,0,0,0,0,0,0,0,0,1,1,164,0,0,0,0
0,1,1,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3045,0,0,0,0,0,0,0,0,1,0,0,125,0,0,0,0
0,0,1,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1865,0,0,0,0,0,0,0,0,0,0,1,155,0,0,0,0
0,0,1,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5728,0,0,0,0,0,0,0,0,1,1,0,139,0,0,0,0
1,1,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2837,0,0,0,0,0,0,0,0,1,0,0,101,0,0,0,0
0,1,1,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2296,0,0,0,0,0,0,0,0,1,1,0,76,0,0,0,0
0,1,1,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3428,0,0,0,0,0,0,0,0,0,1,1,157,0,0,0,0
0,1,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2258,0,0,0,0,0,0,0,0,0,1,0,146,0,0,0,0
0,1,1,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3662,0,0,0,0,0,0,0,0,0,1,0,159,0,0,0,0
1,1,0,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2442,0,0,0,0,0,0,0,0,0,1,0,108,0,0,0,0
1,1,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,872,0,0,0,0,0,0,0,0,1,1,0,194,0,0,0,0
0,0,1,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499
1,0,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3331
1,0,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6046
1,1,0,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95
0,1,1,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2039
0,1,1,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6207
0,0,1,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1860
1,1,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1712
1,1,0,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,997
1,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1237,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1595
1,0,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258
0,1,1,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1865,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,631
1,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5728,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1842
1,1,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1530
0,0,1,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,789
0,0,1,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2314
1,0,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3190
0,1,1,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,722
1,0,0,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2581
0,1,1,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2255
0,1,1,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185,1,0,0,219,0,0,0,0,0,0,0,0
0,0,1,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,159,0,0,1,244,0,0,0,0,0,0,0,0
0,1,1,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189,1,1,0,224,0,0,0,0,0,0,0,0
0,1,0,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,253,0,1,0,253,0,0,0,0,0,0,0,0
1,1,0,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,169,0,0,1,235,0,0,0,0,0,0,0,0
0,1,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,151,1,0,0,215,0,0,0,0,0,0,0,0
1,1,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,214,1,1,0,210,0,0,0,0,0,0,0,0
0,0,1,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,0,1,0,218,0,0,0,0,0,0,0,0
1,0,0,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232,0,1,0,237,0,0,0,0,0,0,0,0
1,1,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,0,1,1,227,0,0,0,0,0,0,0,0
0,1,1,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,208,0,0,1,254,0,0,0,0,0,0,0,0
0,0,1,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203,0,1,1,218,0,0,0,0,0,0,0,0
1,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,202,0,1,0,201,0,0,0,0,0,0,0,0
1,0,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,176,0,0,1,232,0,0,0,0,0,0,0,0
0,0,1,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,231,0,0,1,171,0,0,0,0,0,0,0,0
0,1,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134,0,1,0,247,0,0,0,0,0,0,0,0
0,0,1,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,239,1,1,0,228,0,0,0,0,0,0,0,0
0,1,1,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,198,1,1,0,216,0,0,0,0,0,0,0,0
0,0,1,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213,1,0,0,237,0,0,0,0,0,0,0,0
1,1,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,253,0,0,1,222,0,0,0,0,0,0,0,0
1,0,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,185,0,0,0,0,0,1,0,61,0,0,0,0
0,1,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,159,0,0,0,0,0,1,1,101,0,0,0,0
0,1,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,189,0,0,0,0,0,1,1,136,0,0,0,0
0,1,1,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,253,0,0,0,0,0,1,0,170,0,0,0,0
0,0,1,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169,0,0,0,0,0,1,0,214,0,0,0,0
0,1,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,151,0,0,0,0,0,0,1,139,0,0,0,0
0,1,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,0,0,0,0,1,1,0,210,0,0,0,0
0,0,1,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,251,0,0,0,0,0,1,0,99,0,0,0,0
0,1,1,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232,0,0,0,0,1,0,0,154,0,0,0,0
0,0,1,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,1,164,0,0,0,0
0,1,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,208,0,0,0,0,1,1,0,125,0,0,0,0
1,0,0,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,203,0,0,0,0,1,1,0,155,0,0,0,0
1,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,202,0,0,0,0,1,0,0,139,0,0,0,0
1,1,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,176,0,0,0,0,0,0,1,101,0,0,0,0
0,1,1,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,0,0,0,0,0,0,1,76,0,0,0,0
0,1,1,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,134,0,0,0,0,0,1,1,157,0,0,0,0
0,1,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,239,0,0,0,0,0,1,1,146,0,0,0,0
1,1,0,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198,0,0,0,0,0,0,1,159,0,0,0,0
0,0,1,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213,0,0,0,0,0,1,0,108,0,0,0,0
0,1,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,0,0,0,0,1,0,0,194,0,0,0,0
0,1,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,185,0,0,0,0,0,0,0,0,0,1,0,499
1,1,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159,0,0,0,0,0,0,0,0,1,1,0,3331
0,1,1,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,189,0,0,0,0,0,0,0,0,1,1,0,6046
0,0,1,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,0,0,0,0,0,0,0,0,0,1,1,95
0,0,1,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,169,0,0,0,0,0,0,0,0,0,0,1,2039
0,1,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151,0,0,0,0,0,0,0,0,0,1,1,6207
0,1,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,214,0,0,0,0,0,0,0,0,0,1,0,1860
0,1,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,251,0,0,0,0,0,0,0,0,1,0,0,1712
0,0,1,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,232,0,0,0,0,0,0,0,0,0,1,0,997
0,0,1,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,1,0,1595
1,1,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,208,0,0,0,0,0,0,0,0,0,1,0,258
1,0,0,3130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,203,0,0,0,0,0,0,0,0,0,1,0,631
1,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,202,0,0,0,0,0,0,0,0,1,0,0,1842
1,1,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,176,0,0,0,0,0,0,0,0,0,0,1,1530
0,0,1,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,231,0,0,0,0,0,0,0,0,1,0,0,789
1,1,0,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,134,0,0,0,0,0,0,0,0,0,1,1,2314
1,0,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,239,0,0,0,0,0,0,0,0,1,1,0,3190
0,0,1,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,198,0,0,0,0,0,0,0,0,1,0,0,722
0,1,0,2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,213,0,0,0,0,0,0,0,0,0,1,0,2581
1,1,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,253,0,0,0,0,0,0,0,0,0,1,0,2255
1,1,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,219,0,1,1,61,0,0,0,0
0,1,0,3031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,244,1,0,0,101,0,0,0,0
1,0,0,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224,1,1,0,136,0,0,0,0
0,0,1,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,253,1,0,0,170,0,0,0,0
0,0,1,2919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,235,1,0,0,214,0,0,0,0
1,0,0,3047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,215,1,1,0,139,0,0,0,0
1,0,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,210,1,0,0,210,0,0,0,0
0,1,1,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,218,1,0,0,99,0,0,0,0
0,1,1,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,237,0,1,0,154,0,0,0,0
0,1,1,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,227,0,1,0,164,0,0,0,0
1,1,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,254,0,0,1,125,0,0,0,0
