Elevation LB,Elevation UB,Aspect LB,Aspect UB,Slope LB,Slope UB,Horizontal_Distance_To_Hydrology LB,Horizontal_Distance_To_Hydrology UB,Vertical_Distance_To_Hydrology LB,Vertical_Distance_To_Hydrology UB,Horizontal_Distance_To_Roadways LB,Horizontal_Distance_To_Roadways UB,Hillshade_9am LB,Hillshade_9am UB,Hillshade_Noon LB,Hillshade_Noon UB,Hillshade_3pm LB,Hillshade_3pm UB,Horizontal_Distance_To_Fire_Points LB,Horizontal_Distance_To_Fire_Points UB
0.1,0.1,0.1,0.1,7.0,17.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,32.0,246.0,191.0,3025.0
0.1,0.1,0.1,0.1,12.0,24.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,88.0,206.0,657.0,5785.0
0.1,0.1,0.1,0.1,11.0,27.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,123.0,235.0,637.0,2705.0
0.1,0.1,0.1,0.1,5.0,13.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,83.0,169.0,1016.0,1232.0
0.1,0.1,0.1,0.1,10.0,20.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,99.0,253.0,393.0,2239.0
0.1,0.1,0.1,0.1,7.0,21.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,140.0,142.0,2800.0,3702.0
0.1,0.1,0.1,0.1,5.0,7.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,170.0,208.0,3419.0,6033.0
0.1,0.1,0.1,0.1,0.0,28.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,52.0,130.0,633.0,1415.0
0.1,0.1,0.1,0.1,2.0,40.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,154.0,242.0,858.0,1238.0
0.1,0.1,0.1,0.1,9.0,15.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,163.0,181.0,984.0,5336.0
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,-163.0,-123.0,5282.0,5398.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,472.0,514.0,4374.0,4724.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,-154.0,-46.0,2449.0,6939.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,96.0,350.0,4552.0,4876.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,366.0,448.0,856.0,3176.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,272.0,358.0,1086.0,2194.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,-145.0,327.0,245.0,6325.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,-76.0,308.0,701.0,5047.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,494.0,524.0,4427.0,6743.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,5.0,85.0,5155.0,6531.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,-171.0,193.0,383.0,1633.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,7.0,63.0,4046.0,7058.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,-3.0,33.0,1472.0,2788.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,-106.0,110.0,737.0,2205.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,-67.0,185.0,292.0,1984.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,-94.0,100.0,1470.0,5998.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,-79.0,75.0,1289.0,5067.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,33.0,-79.0,105.0,363.0,1473.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,91.0,209.0,-5.0,71.0,73.0,2399.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,287.0,561.0,-31.0,57.0,105.0,379.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,-163.0,-123.0,0.1,0.1,1.0,117.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,472.0,514.0,0.1,0.1,5.0,99.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,-154.0,-46.0,0.1,0.1,196.0,250.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,96.0,350.0,0.1,0.1,107.0,125.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,366.0,448.0,0.1,0.1,40.0,150.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,272.0,358.0,0.1,0.1,157.0,251.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,-145.0,327.0,0.1,0.1,112.0,234.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,-76.0,308.0,0.1,0.1,104.0,110.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,494.0,524.0,0.1,0.1,135.0,199.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,5.0,85.0,0.1,0.1,190.0,246.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,-171.0,193.0,0.1,0.1,199.0,211.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,7.0,63.0,0.1,0.1,117.0,229.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,-3.0,33.0,0.1,0.1,186.0,246.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,-106.0,110.0,0.1,0.1,225.0,249.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,-67.0,185.0,0.1,0.1,154.0,184.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,-94.0,100.0,0.1,0.1,203.0,239.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,-79.0,75.0,0.1,0.1,166.0,234.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,33.0,-79.0,105.0,0.1,0.1,142.0,254.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,91.0,209.0,-5.0,71.0,0.1,0.1,120.0,252.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,287.0,561.0,-31.0,57.0,0.1,0.1,197.0,227.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,-163.0,-123.0,0.1,0.1,0.1,0.1,128.0,208.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,472.0,514.0,0.1,0.1,0.1,0.1,248.0,250.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,-154.0,-46.0,0.1,0.1,0.1,0.1,140.0,166.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,96.0,350.0,0.1,0.1,0.1,0.1,104.0,214.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,366.0,448.0,0.1,0.1,0.1,0.1,70.0,118.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,272.0,358.0,0.1,0.1,0.1,0.1,148.0,248.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,-145.0,327.0,0.1,0.1,0.1,0.1,29.0,219.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,-76.0,308.0,0.1,0.1,0.1,0.1,116.0,176.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,494.0,524.0,0.1,0.1,0.1,0.1,20.0,36.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,5.0,85.0,0.1,0.1,0.1,0.1,168.0,184.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,-171.0,193.0,0.1,0.1,0.1,0.1,172.0,234.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,7.0,63.0,0.1,0.1,0.1,0.1,222.0,250.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,-3.0,33.0,0.1,0.1,0.1,0.1,247.0,253.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,-106.0,110.0,0.1,0.1,0.1,0.1,239.0,249.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,-67.0,185.0,0.1,0.1,0.1,0.1,238.0,252.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,-94.0,100.0,0.1,0.1,0.1,0.1,218.0,238.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,-79.0,75.0,0.1,0.1,0.1,0.1,248.0,250.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,33.0,-79.0,105.0,0.1,0.1,0.1,0.1,191.0,235.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,91.0,209.0,-5.0,71.0,0.1,0.1,0.1,0.1,247.0,251.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,287.0,561.0,-31.0,57.0,0.1,0.1,0.1,0.1,196.0,252.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,-163.0,-123.0,0.1,0.1,0.1,0.1,0.1,0.1,85.0,111.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,472.0,514.0,0.1,0.1,0.1,0.1,0.1,0.1,23.0,55.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,-154.0,-46.0,0.1,0.1,0.1,0.1,0.1,0.1,75.0,231.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,96.0,350.0,0.1,0.1,0.1,0.1,0.1,0.1,225.0,251.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,366.0,448.0,0.1,0.1,0.1,0.1,0.1,0.1,105.0,113.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,272.0,358.0,0.1,0.1,0.1,0.1,0.1,0.1,238.0,250.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,-145.0,327.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,14.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,-76.0,308.0,0.1,0.1,0.1,0.1,0.1,0.1,88.0,196.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,494.0,524.0,0.1,0.1,0.1,0.1,0.1,0.1,48.0,82.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,5.0,85.0,0.1,0.1,0.1,0.1,0.1,0.1,70.0,182.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,-171.0,193.0,0.1,0.1,0.1,0.1,0.1,0.1,32.0,246.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,7.0,63.0,0.1,0.1,0.1,0.1,0.1,0.1,88.0,206.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,-3.0,33.0,0.1,0.1,0.1,0.1,0.1,0.1,123.0,235.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,-106.0,110.0,0.1,0.1,0.1,0.1,0.1,0.1,83.0,169.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,-67.0,185.0,0.1,0.1,0.1,0.1,0.1,0.1,99.0,253.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,-94.0,100.0,0.1,0.1,0.1,0.1,0.1,0.1,140.0,142.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,-79.0,75.0,0.1,0.1,0.1,0.1,0.1,0.1,170.0,208.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,33.0,-79.0,105.0,0.1,0.1,0.1,0.1,0.1,0.1,52.0,130.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,91.0,209.0,-5.0,71.0,0.1,0.1,0.1,0.1,0.1,0.1,154.0,242.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,287.0,561.0,-31.0,57.0,0.1,0.1,0.1,0.1,0.1,0.1,163.0,181.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,-163.0,-123.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5294.0,5918.0
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,472.0,514.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,151.0,835.0
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,-154.0,-46.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2554.0,2576.0
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,96.0,350.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1032.0,2060.0
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,366.0,448.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4545.0,5473.0
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,272.0,358.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1211.0,3431.0
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,-145.0,327.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5017.0,5769.0
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,-76.0,308.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3869.0,6887.0
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,494.0,524.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1663.0,6489.0
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,5.0,85.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5103.0,6581.0
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,-171.0,193.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,191.0,3025.0
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,7.0,63.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,657.0,5785.0
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,-3.0,33.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,637.0,2705.0
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,-106.0,110.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1016.0,1232.0
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,-67.0,185.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,393.0,2239.0
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,-94.0,100.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2800.0,3702.0
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,-79.0,75.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3419.0,6033.0
0.1,0.1,0.1,0.1,0.1,0.1,27.0,33.0,-79.0,105.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,633.0,1415.0
0.1,0.1,0.1,0.1,0.1,0.1,91.0,209.0,-5.0,71.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,858.0,1238.0
0.1,0.1,0.1,0.1,0.1,0.1,287.0,561.0,-31.0,57.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,984.0,5336.0
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,0.1,0.1,5282.0,5398.0,1.0,117.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,0.1,0.1,4374.0,4724.0,5.0,99.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,0.1,0.1,2449.0,6939.0,196.0,250.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,0.1,0.1,4552.0,4876.0,107.0,125.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,0.1,0.1,856.0,3176.0,40.0,150.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,0.1,0.1,1086.0,2194.0,157.0,251.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,0.1,0.1,245.0,6325.0,112.0,234.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,0.1,0.1,701.0,5047.0,104.0,110.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,0.1,0.1,4427.0,6743.0,135.0,199.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,0.1,0.1,5155.0,6531.0,190.0,246.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,0.1,0.1,383.0,1633.0,199.0,211.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,0.1,0.1,4046.0,7058.0,117.0,229.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,0.1,0.1,1472.0,2788.0,186.0,246.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,0.1,0.1,737.0,2205.0,225.0,249.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,0.1,0.1,292.0,1984.0,154.0,184.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,0.1,0.1,1470.0,5998.0,203.0,239.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,0.1,0.1,1289.0,5067.0,166.0,234.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,33.0,0.1,0.1,363.0,1473.0,142.0,254.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,91.0,209.0,0.1,0.1,73.0,2399.0,120.0,252.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,287.0,561.0,0.1,0.1,105.0,379.0,197.0,227.0,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,0.1,0.1,5282.0,5398.0,0.1,0.1,128.0,208.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,0.1,0.1,4374.0,4724.0,0.1,0.1,248.0,250.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,0.1,0.1,2449.0,6939.0,0.1,0.1,140.0,166.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,0.1,0.1,4552.0,4876.0,0.1,0.1,104.0,214.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,0.1,0.1,856.0,3176.0,0.1,0.1,70.0,118.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,0.1,0.1,1086.0,2194.0,0.1,0.1,148.0,248.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,0.1,0.1,245.0,6325.0,0.1,0.1,29.0,219.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,0.1,0.1,701.0,5047.0,0.1,0.1,116.0,176.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,0.1,0.1,4427.0,6743.0,0.1,0.1,20.0,36.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,0.1,0.1,5155.0,6531.0,0.1,0.1,168.0,184.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,0.1,0.1,383.0,1633.0,0.1,0.1,172.0,234.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,0.1,0.1,4046.0,7058.0,0.1,0.1,222.0,250.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,0.1,0.1,1472.0,2788.0,0.1,0.1,247.0,253.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,0.1,0.1,737.0,2205.0,0.1,0.1,239.0,249.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,0.1,0.1,292.0,1984.0,0.1,0.1,238.0,252.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,0.1,0.1,1470.0,5998.0,0.1,0.1,218.0,238.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,0.1,0.1,1289.0,5067.0,0.1,0.1,248.0,250.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,33.0,0.1,0.1,363.0,1473.0,0.1,0.1,191.0,235.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,91.0,209.0,0.1,0.1,73.0,2399.0,0.1,0.1,247.0,251.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,287.0,561.0,0.1,0.1,105.0,379.0,0.1,0.1,196.0,252.0,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1233.0,1307.0,0.1,0.1,5282.0,5398.0,0.1,0.1,0.1,0.1,85.0,111.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,967.0,1105.0,0.1,0.1,4374.0,4724.0,0.1,0.1,0.1,0.1,23.0,55.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,340.0,388.0,0.1,0.1,2449.0,6939.0,0.1,0.1,0.1,0.1,75.0,231.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1015.0,1165.0,0.1,0.1,4552.0,4876.0,0.1,0.1,0.1,0.1,225.0,251.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,420.0,624.0,0.1,0.1,856.0,3176.0,0.1,0.1,0.1,0.1,105.0,113.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,116.0,1320.0,0.1,0.1,1086.0,2194.0,0.1,0.1,0.1,0.1,238.0,250.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,1060.0,1188.0,0.1,0.1,245.0,6325.0,0.1,0.1,0.1,0.1,0.0,14.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,421.0,445.0,0.1,0.1,701.0,5047.0,0.1,0.1,0.1,0.1,88.0,196.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,155.0,1133.0,0.1,0.1,4427.0,6743.0,0.1,0.1,0.1,0.1,48.0,82.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,466.0,508.0,0.1,0.1,5155.0,6531.0,0.1,0.1,0.1,0.1,70.0,182.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,27.0,393.0,0.1,0.1,383.0,1633.0,0.1,0.1,0.1,0.1,32.0,246.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,48.0,86.0,0.1,0.1,4046.0,7058.0,0.1,0.1,0.1,0.1,88.0,206.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,355.0,545.0,0.1,0.1,1472.0,2788.0,0.1,0.1,0.1,0.1,123.0,235.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,75.0,357.0,0.1,0.1,737.0,2205.0,0.1,0.1,0.1,0.1,83.0,169.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,74.0,96.0,0.1,0.1,292.0,1984.0,0.1,0.1,0.1,0.1,99.0,253.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,417.0,431.0,0.1,0.1,1470.0,5998.0,0.1,0.1,0.1,0.1,140.0,142.0,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,17.0,199.0,0.1,0.1,1289.0,5067.0,0.1,0.1,0.1,0.1,170.0,208.0,0.1,0.1
